Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_diff [K],power,wear_rate
1,302.1,311.5,1987,20.1,21,0,9.4,39938.7,0.010568697
2,302.1,311.5,1635,31.6,23,0,9.4,51666,0.014067278
1,302.1,311.5,1533,39.4,26,0,9.4,60400.2,0.016960209
2,302.2,311.7,1576,34,28,0,9.5,53584,0.017766497
0,302.2,311.8,1330,62.4,31,0,9.6,82992,0.023308271
1,302.2,311.8,1981,21.8,36,0,9.6,43185.8,0.01817264
0,302.3,311.8,1475,42.8,38,0,9.5,63130,0.025762712
0,302.3,311.8,1804,25,43,0,9.5,45100,0.02383592
1,302.2,311.6,1416,54.1,48,0,9.4,76605.6,0.033898305
1,302.1,311.5,1727,27.7,50,0,9.4,47837.9,0.02895194
1,302.1,311.4,1391,49.2,52,0,9.3,68437.2,0.037383178
2,302,311.5,1366,52.3,54,0,9.5,71441.8,0.039531479
1,301.9,311.3,1366,55.6,57,0,9.4,75949.6,0.041727672
1,301.9,311.3,1501,40.8,59,0,9.4,61240.8,0.039307129
1,301.8,311.3,1551,35.8,61,0,9.5,55525.8,0.039329465
2,301.9,311.3,1522,35.6,63,0,9.4,54183.2,0.041392904
1,301.9,311.2,1369,49.8,66,0,9.3,68176.2,0.048210373
1,301.8,311.2,1334,52.3,68,0,9.4,69768.2,0.050974513
0,301.8,311.2,1451,39.4,70,0,9.4,57169.4,0.048242591
1,301.7,311.2,1589,37.9,75,0,9.5,60223.1,0.047199497
1,301.7,311.3,1708,30.5,77,0,9.6,52094,0.045081967
2,301.7,311.2,1413,42.6,79,0,9.5,60193.8,0.055909413
2,301.6,311.2,1415,46.5,82,0,9.6,65797.5,0.05795053
1,301.7,311.3,1421,45.9,85,0,9.6,65223.9,0.05981703
1,301.7,311.3,1348,51,87,0,9.6,68748,0.064540059
1,301.6,311.2,1408,42.9,89,0,9.6,60403.2,0.063210227
1,301.6,311.2,1525,43.7,91,0,9.6,66642.5,0.059672131
1,301.6,311.3,1706,29.9,93,0,9.7,51009.4,0.054513482
0,301.6,311.2,1395,46.8,95,0,9.6,65286,0.068100358
1,301.5,311.1,1602,34.3,100,0,9.6,54948.6,0.062421973
1,301.6,311.1,1907,21.5,102,0,9.5,41000.5,0.053487153
1,301.6,311.1,1325,49.2,104,0,9.5,65190,0.078490566
1,301.6,311.1,1408,44.4,106,0,9.5,62515.2,0.075284091
2,301.7,311.1,1489,41.4,108,0,9.4,61644.6,0.072531901
1,301.6,311.1,1680,29.2,111,0,9.5,49056,0.066071429
1,301.7,311.2,1517,42.4,113,0,9.5,64320.8,0.074489123
2,301.7,311.1,1618,36.7,115,0,9.4,59380.6,0.071075402
1,301.7,311.1,1455,39.8,118,0,9.4,57909,0.081099656
0,301.8,311.1,1543,36.4,120,0,9.3,56165.2,0.077770577
2,301.8,311.1,1399,41.8,125,0,9.3,58478.2,0.089349535
1,301.7,311.1,1469,37.2,128,0,9.4,54646.8,0.087134105
1,301.7,311.2,1521,36.7,130,0,9.5,55820.7,0.085470085
1,301.7,311.3,1584,38.8,132,0,9.6,61459.2,0.083333333
1,301.8,311.5,1443,43.3,134,0,9.7,62481.9,0.092862093
2,301.8,311.5,1416,49,136,0,9.7,69384,0.096045198
2,301.7,311.2,1563,34.5,139,0,9.5,53923.5,0.088931542
2,301.8,311.3,1542,40.1,142,0,9.5,61834.2,0.092088197
2,301.8,311.3,1624,31.6,145,0,9.5,51318.4,0.089285714
1,301.8,311.3,1471,44.2,148,0,9.5,65018.2,0.100611829
2,301.9,311.5,1492,40.8,150,0,9.6,60873.6,0.100536193
2,301.9,311.4,1465,39.9,153,0,9.5,58453.5,0.10443686
1,301.7,311.1,1399,55.1,156,0,9.4,77084.9,0.11150822
1,301.6,311,1431,42.6,158,0,9.4,60960.6,0.110412299
1,301.5,310.9,1600,39,160,0,9.4,62400,0.1
1,301.5,310.8,1593,34.5,162,0,9.3,54958.5,0.101694915
1,301.5,310.9,1469,44.7,164,0,9.4,65664.3,0.111640572
1,301.5,310.8,1413,44.6,166,0,9.3,63019.8,0.117480538
1,301.4,310.8,1490,38,168,0,9.4,56620,0.112751678
1,301.5,310.9,1671,31.1,170,0,9.4,51968.1,0.101735488
1,301.5,310.9,1365,46.5,172,0,9.4,63472.5,0.126007326
2,301.4,310.9,1557,39.3,174,0,9.5,61190.1,0.111753372
1,301.4,310.9,1440,45.4,177,0,9.5,65376,0.122916667
2,301.4,310.9,1489,38.9,179,0,9.5,57922.1,0.120214909
1,301.4,311,1733,25.7,182,0,9.6,44538.1,0.105020196
0,301.3,311,1580,36.6,184,0,9.7,57828,0.116455696
1,301.3,311,1856,21.9,189,0,9.7,40646.4,0.101831897
1,301.3,311.1,1454,40.3,191,0,9.8,58596.2,0.131361761
1,301.4,311.1,1495,36.3,193,0,9.7,54268.5,0.12909699
1,301.2,311,1761,29.1,195,0,9.8,51245.1,0.110732538
2,301.3,311,1402,47.5,197,0,9.7,66595,0.140513552
1,301.2,311,1670,33,200,0,9.8,55110,0.119760479
1,301.3,311,1582,35.6,202,0,9.7,56319.2,0.127686473
1,301.3,311,1542,35.1,204,0,9.7,54124.2,0.13229572
1,301.3,311,1539,36.9,206,0,9.7,56789.1,0.133853151
1,301.3,311,1418,41.9,208,0,9.7,59414.2,0.146685472
1,301.3,311.1,1723,27.6,210,0,9.8,47554.8,0.121880441
1,301.3,311.1,1303,49.2,212,0,9.8,64107.6,0.162701458
2,301.3,311,1463,50.2,214,0,9.7,73442.6,0.146274778
1,301.2,311,1544,39.3,217,0,9.8,60679.2,0.140544041
1,301.2,311,1596,37.2,219,0,9.8,59371.2,0.137218045
1,301.3,311.1,1413,42,221,0,9.8,59346,0.156404812
2,301.3,311.1,1492,41.2,223,0,9.8,61470.4,0.149463807
1,301.3,311.1,1624,40.9,0,0,9.8,66421.6,0
1,301.3,311.1,1504,39.1,2,0,9.8,58806.4,0.001329787
2,301.2,311.1,1574,34.3,4,0,9.9,53988.2,0.002541296
2,301.3,311.2,1438,42.4,7,0,9.9,60971.2,0.004867872
1,301.3,311.3,1474,50.7,10,0,10,74731.8,0.006784261
1,301.3,311.2,1675,32.1,12,0,9.9,53767.5,0.007164179
1,301.3,311.2,1457,44.5,14,0,9.9,64836.5,0.009608785
1,301.3,311.3,1434,49.8,16,0,10,71413.2,0.011157601
1,301.3,311.2,1668,30.1,18,0,9.9,50206.8,0.010791367
1,301.2,311.1,1550,39.7,20,0,9.9,61535,0.012903226
2,301.3,311.1,1834,25.4,22,0,9.8,46583.6,0.011995638
2,301.4,311.2,1476,36.5,25,0,9.8,53874,0.016937669
2,301.4,311.2,1541,36.3,28,0,9.8,55938.3,0.018170019
2,301.3,311.1,1581,30.9,31,0,9.8,48852.9,0.019607843
2,301.3,311.1,1678,30.7,34,0,9.8,51514.6,0.020262217
1,301.4,311.2,1355,50.6,37,0,9.8,68563,0.027306273
1,301.5,311.2,1700,28.8,39,0,9.7,48960,0.022941176
1,301.4,311.1,1462,37.1,41,0,9.7,54240.2,0.028043776
2,301.4,311.2,1727,26.5,43,0,9.8,45765.5,0.024898668
1,301.4,311.3,1674,33.3,46,0,9.9,55744.2,0.027479092
1,301.4,311.3,1397,42.3,48,0,9.9,59093.1,0.034359341
1,301.4,311.3,2323,15.9,50,0,9.9,36935.7,0.021523892
2,301.4,311.2,1434,47.6,52,0,9.8,68258.4,0.036262204
1,301.3,311.1,1560,35.3,55,0,9.8,55068,0.03525641
1,301.2,311,1573,32.8,57,0,9.8,51594.4,0.036236491
0,301.2,310.9,1798,22.3,59,0,9.7,40095.4,0.032814238
1,301.2,311,1567,35.1,64,0,9.8,55001.7,0.040842374
1,301.2,310.9,1416,53.3,66,0,9.7,75472.8,0.046610169
2,301.2,310.9,1424,45.2,68,0,9.7,64364.8,0.047752809
0,301.2,310.9,1598,35.9,71,0,9.7,57368.2,0.044430538
1,301.3,310.9,1760,23.9,76,0,9.6,42064,0.043181818
1,301.3,311,1348,44.5,78,0,9.7,59986,0.057863501
1,301.3,311,1542,33.6,80,0,9.7,51811.2,0.051880674
1,301.3,310.9,1566,33.1,82,0,9.6,51834.6,0.052362708
1,301.3,311,1554,47.7,84,0,9.7,74125.8,0.054054054
1,301.4,311,1470,40.6,86,0,9.6,59682,0.058503401
2,301.4,311.1,1758,25.4,88,0,9.7,44653.2,0.050056883
2,301.4,311,1486,36.5,91,0,9.6,54239,0.061238223
2,301.5,311.1,1402,40,94,0,9.6,56080,0.067047076
1,301.5,311.1,1459,45.1,97,0,9.6,65800.9,0.066483893
1,301.5,311,1494,45.3,99,0,9.5,67678.2,0.06626506
1,301.5,311.1,1731,27.9,101,0,9.6,48294.9,0.058347776
1,301.5,311.1,2076,18.7,103,0,9.6,38821.2,0.049614644
1,301.5,311.1,2055,16.8,105,0,9.6,34524,0.051094891
1,301.5,311.1,1469,49.5,107,0,9.6,72715.5,0.072838666
2,301.5,311,1504,42.6,109,0,9.5,64070.4,0.072473404
2,301.5,311.1,1396,43.5,112,0,9.6,60726,0.080229226
2,301.5,311.1,1660,33.8,115,0,9.6,56108,0.069277108
2,301.5,311,1577,39.7,118,0,9.5,62606.9,0.074825618
1,301.5,311.1,1426,52.1,121,0,9.6,74294.6,0.084852735
1,301.5,311.1,1458,41.4,123,0,9.6,60361.2,0.08436214
1,301.4,311,1533,45.8,125,0,9.6,70211.4,0.081539465
1,301.4,311,1701,28.4,127,0,9.6,48308.4,0.074661964
1,301.5,311.1,1434,49.6,129,0,9.6,71126.4,0.089958159
1,301.4,311.1,1952,22.7,131,0,9.7,44310.4,0.067110656
1,301.4,311.1,1469,36.9,133,0,9.7,54206.1,0.090537781
1,301.4,311.1,1800,26,135,0,9.7,46800,0.075
2,301.3,311.1,1438,43,137,0,9.8,61834,0.09527121
1,301.3,311.1,1647,28.2,140,0,9.8,46445.4,0.085003036
1,301.4,311.1,1494,41.9,142,0,9.7,62598.6,0.095046854
0,301.4,311.1,1445,41.4,144,0,9.7,59823,0.099653979
2,301.5,311.1,1507,38.6,149,0,9.6,58170.2,0.098871931
2,301.4,311,1234,55.8,152,0,9.6,68857.2,0.123176661
1,301.4,311,1634,32.6,155,0,9.6,53268.4,0.094859241
1,301.4,311,1334,53.3,157,0,9.6,71102.2,0.117691154
1,301.4,311.1,1472,44.5,159,0,9.7,65504,0.108016304
2,301.3,311,1410,52.7,161,0,9.7,74307,0.114184397
1,301.2,310.9,1597,37.9,164,0,9.7,60526.3,0.102692549
2,301.2,310.9,1460,46.7,166,0,9.7,68182,0.11369863
1,301.1,310.8,1274,55.7,169,0,9.7,70961.8,0.132653061
2,301,310.7,1517,40.2,171,0,9.7,60983.4,0.112722479
1,301,310.7,1300,57.2,174,0,9.7,74360,0.133846154
0,300.9,310.6,1686,27.7,176,0,9.7,46702.2,0.104389087
2,300.9,310.7,1485,41,181,0,9.8,60885,0.121885522
1,301,310.7,1464,45.8,184,0,9.7,67051.2,0.12568306
1,300.9,310.6,1598,35.4,186,0,9.7,56569.2,0.116395494
1,300.9,310.5,1894,21.9,188,0,9.6,41478.6,0.099260824
2,300.8,310.5,1330,59,190,0,9.7,78470,0.142857143
0,300.8,310.5,1582,31.1,193,0,9.7,49200.2,0.121997472
1,300.7,310.3,1533,35.6,198,0,9.6,54574.8,0.129158513
0,300.8,310.4,1419,46.4,200,0,9.6,65841.6,0.140944327
2,300.8,310.3,1526,36.3,205,0,9.5,55393.8,0.134338139
0,300.7,310.2,1364,65.3,208,1,9.5,89069.2,0.152492669
2,300.8,310.3,1458,43.4,0,0,9.5,63277.2,0
2,300.8,310.4,1288,64,3,0,9.6,82432,0.002329193
2,300.7,310.3,1659,29.8,6,0,9.6,49438.2,0.003616637
0,300.7,310.2,1479,52.3,9,0,9.5,77351.7,0.006085193
1,300.7,310.3,1592,36,14,0,9.6,57312,0.00879397
2,300.6,310.2,1532,38.7,16,0,9.6,59288.4,0.010443864
1,300.6,310.2,1555,41.9,19,0,9.6,65154.5,0.01221865
1,300.6,310.2,1341,52.6,21,0,9.6,70536.6,0.015659955
1,300.6,310.1,1541,42,23,0,9.5,64722,0.014925373
1,300.6,310.3,1414,50.6,25,0,9.7,71548.4,0.017680339
1,300.5,310.2,1764,25.9,27,0,9.7,45687.6,0.015306122
1,300.5,310.3,1336,57.1,29,0,9.8,76285.6,0.021706587
1,300.5,310.3,1435,43.3,31,0,9.8,62135.5,0.021602787
2,300.4,310.3,1537,35,33,0,9.9,53795,0.021470397
1,300.3,310.2,1369,48.8,36,0,9.9,66807.2,0.026296567
2,300.2,310.1,1619,31.3,38,0,9.9,50674.7,0.023471279
1,300.2,310.1,1440,51.1,41,0,9.9,73584,0.028472222
1,300.2,310.1,1649,30.5,43,0,9.9,50294.5,0.02607641
2,300.2,310.1,1550,38.7,45,0,9.9,59985,0.029032258
1,300.3,310.2,1471,45.2,48,0,9.9,66489.2,0.032630863
1,300.3,310.3,1483,51.6,50,0,10,76522.8,0.033715442
1,300.3,310.4,1336,54.4,52,0,10.1,72678.4,0.038922156
1,300.5,310.5,1515,36.6,54,0,10,55449,0.035643564
1,300.5,310.5,1373,47.4,56,0,10,65080.2,0.040786599
0,300.6,310.5,1454,51.2,58,0,9.9,74444.8,0.039889959
1,300.5,310.5,1646,34.5,63,0,10,56787,0.038274605
2,300.5,310.4,1548,37.3,65,0,9.9,57740.4,0.041989664
2,300.6,310.5,1462,41.3,68,0,9.9,60380.6,0.046511628
1,300.5,310.4,1702,33.1,71,0,9.9,56336.2,0.041715629
1,300.5,310.5,1409,60.9,73,0,10,85808.1,0.051809794
2,300.6,310.6,1427,52.8,75,0,10,75345.6,0.052557814
1,300.6,310.7,1438,48.5,78,1,10.1,69743,0.054242003
1,300.7,310.7,1450,43.4,80,0,10,62930,0.055172414
1,300.7,310.7,1541,41.3,82,0,10,63643.3,0.0532122
2,300.7,310.6,1484,38,84,0,9.9,56392,0.056603774
2,300.8,310.8,1415,44.5,87,0,10,62967.5,0.061484099
1,300.7,310.8,1496,46.4,90,0,10.1,69414.4,0.060160428
2,300.7,310.8,1465,45.2,92,0,10.1,66218,0.062798635
1,300.7,310.8,2113,18.5,95,0,10.1,39090.5,0.044959773
2,300.7,310.8,1506,44,97,0,10.1,66264,0.064409031
1,300.7,310.8,1689,28.9,100,0,10.1,48812.1,0.059206631
1,300.7,310.9,1650,29.4,102,0,10.2,48510,0.061818182
1,300.7,310.8,1563,33.8,104,0,10.1,52829.4,0.066538708
2,300.7,310.9,1486,38.9,106,0,10.2,57805.4,0.071332436
1,300.8,310.9,1732,25.7,109,0,10.1,44512.4,0.062933025
1,300.7,310.8,1653,31.6,111,0,10.1,52234.8,0.067150635
1,300.7,310.9,1535,37.1,113,0,10.2,56948.5,0.073615635
1,300.7,310.9,1637,37.2,115,0,10.2,60896.4,0.070250458
1,300.6,310.8,1533,38.5,117,0,10.2,59020.5,0.076320939
1,300.6,310.8,1378,51.2,119,0,10.2,70553.6,0.086357039
1,300.5,310.7,1606,33.5,121,0,10.2,53801,0.075342466
1,300.3,310.7,1539,32.3,123,0,10.4,49709.7,0.079922027
1,300.5,310.8,1728,26.3,125,0,10.3,45446.4,0.072337963
0,300.4,310.7,1656,36.3,127,0,10.3,60112.8,0.076690821
0,300.5,310.8,1631,30.5,132,0,10.3,49745.5,0.080931944
0,300.5,310.9,1447,46.5,137,0,10.4,67285.5,0.094678645
1,300.4,310.8,1396,49.3,142,0,10.4,68822.8,0.101719198
1,300.4,310.8,1390,52.5,144,0,10.4,72975,0.103597122
1,300.4,310.8,1348,56,146,0,10.4,75488,0.108308605
2,300.4,310.8,1491,35.9,148,0,10.4,53526.9,0.09926224
1,300.4,310.8,1520,37.6,151,0,10.4,57152,0.099342105
1,300.5,310.8,1509,33,153,0,10.3,49797,0.10139165
1,300.5,310.8,1445,46.6,155,0,10.3,67337,0.107266436
1,300.5,310.8,1354,51.8,157,0,10.3,70137.2,0.115952733
1,300.5,310.7,1488,39.4,159,0,10.2,58627.2,0.106854839
0,300.5,310.7,1654,28.6,161,0,10.2,47304.4,0.097339782
0,300.5,310.6,1378,51.5,166,0,10.1,70967,0.120464441
1,300.6,310.7,1750,30.6,171,0,10.1,53550,0.097714286
1,300.5,310.6,1448,46.3,173,0,10.1,67042.4,0.119475138
0,300.6,310.7,1501,45.3,175,0,10.1,67995.3,0.116588941
2,300.6,310.7,1654,32,180,0,10.1,52928,0.108827086
2,300.7,310.7,1347,46.5,183,0,10,62635.5,0.135857461
1,300.7,310.8,1486,37.1,186,0,10.1,55130.6,0.125168237
0,300.8,310.8,1466,45.2,188,0,10,66263.2,0.128240109
0,300.7,310.8,1346,52,193,0,10.1,69992,0.143387816
1,300.7,310.7,1314,42.4,198,0,10,55713.6,0.150684932
1,300.6,310.7,1440,52.5,200,0,10.1,75600,0.138888889
1,300.7,310.8,1608,39.5,202,0,10.1,63516,0.125621891
0,300.7,310.8,1296,58.2,204,0,10.1,75427.2,0.157407407
1,300.7,310.7,1507,46.1,209,0,10,69472.7,0.138686131
2,300.7,310.7,1343,51.6,211,0,10,69298.8,0.157110946
1,300.7,310.7,1416,40.4,214,0,10,57206.4,0.151129944
1,300.7,310.6,1288,47.2,216,0,9.9,60793.6,0.167701863
2,300.7,310.6,1407,42.4,218,0,9.9,59656.8,0.154939588
1,300.6,310.4,1608,39.2,221,0,9.8,63033.6,0.137437811
1,300.6,310.3,1920,22.3,223,0,9.7,42816,0.116145833
2,300.5,310.2,1386,48.2,225,0,9.7,66805.2,0.162337662
2,300.5,310.2,1571,34.6,228,0,9.7,54356.6,0.14513049
2,300.4,310.2,1613,36.9,231,0,9.8,59519.7,0.143211407
2,300.4,310.2,1671,30.5,234,1,9.8,50965.5,0.140035907
0,300.4,310.2,1431,43.2,0,0,9.8,61819.2,0
2,300.4,310.2,1380,47.3,5,0,9.8,65274,0.003623188
1,300.5,310.3,1683,31.5,8,0,9.8,53014.5,0.004753417
1,300.4,310.2,1529,36.2,10,0,9.8,55349.8,0.006540222
1,300.5,310.4,1761,26.5,12,0,9.9,46666.5,0.00681431
1,300.6,310.5,1570,38.3,14,0,9.9,60131,0.008917197
2,300.6,310.5,2156,18,16,0,9.9,38808,0.00742115
2,300.7,310.6,1349,54.5,19,0,9.9,73520.5,0.014084507
1,300.7,310.7,1431,39.3,22,0,10,56238.3,0.015373864
1,300.6,310.6,1931,22,24,0,10,42482,0.012428793
0,300.7,310.7,1428,43.4,26,0,10,61975.2,0.018207283
1,300.8,310.8,1564,36.2,31,0,10,56616.8,0.019820972
0,300.8,310.9,1425,44,33,0,10.1,62700,0.023157895
1,300.7,310.8,1597,30.5,38,0,10.1,48708.5,0.023794615
0,300.8,310.8,1618,32.8,40,0,10,53070.4,0.024721879
2,300.8,310.8,1520,38,45,0,10,57760,0.029605263
1,300.7,310.7,1425,45.3,48,0,10,64552.5,0.033684211
1,300.8,310.9,1398,38.2,50,0,10.1,53403.6,0.035765379
2,300.8,310.9,1557,31.6,52,0,10.1,49201.2,0.033397559
1,300.7,310.8,1519,43.9,55,0,10.1,66684.1,0.036208032
1,300.7,310.8,1619,34.9,57,0,10.1,56503.1,0.035206918
1,300.7,310.8,1814,21.4,59,0,10.1,38819.6,0.032524807
1,300.7,310.9,1521,39.4,61,0,10.2,59927.4,0.040105194
2,300.7,310.9,1369,51.2,63,0,10.2,70092.8,0.046018992
1,300.7,310.9,1356,65.3,66,1,10.2,88546.8,0.048672566
1,300.7,311,1336,53.3,68,0,10.3,71208.8,0.050898204
1,300.7,311,1403,48.3,70,0,10.3,67764.9,0.049893086
2,300.7,311,1413,44.3,72,0,10.3,62595.9,0.050955414
1,300.6,310.9,1472,47.6,75,0,10.3,70067.2,0.050951087
2,300.7,310.8,1452,47.9,77,0,10.1,69550.8,0.053030303
1,300.6,310.7,1397,53.7,80,0,10.1,75018.9,0.057265569
1,300.6,310.7,1455,40.6,82,0,10.1,59073,0.056357388
1,300.7,310.8,1754,27.7,84,0,10.1,48585.8,0.047890536
1,300.6,310.9,1471,37.9,86,0,10.3,55750.9,0.05846363
2,300.6,310.8,1389,48.1,88,0,10.2,66810.9,0.063354932
2,300.6,310.9,1702,30.3,91,0,10.3,51570.6,0.05346651
2,300.6,311,1401,54.6,94,0,10.4,76494.6,0.067094932
1,300.7,311.1,1426,46.2,97,0,10.4,65881.2,0.06802244
1,300.7,311,1496,38.3,99,0,10.3,57296.8,0.066176471
1,300.6,310.9,1433,42.6,101,0,10.3,61045.8,0.070481507
2,300.7,311.1,1438,46.6,103,0,10.4,67010.8,0.07162726
2,300.7,311,1418,49.3,106,0,10.3,69907.4,0.074753173
2,300.8,311,1580,36.6,109,0,10.2,57828,0.068987342
2,300.7,310.9,1468,41.8,112,0,10.2,61362.4,0.076294278
2,300.8,310.9,1522,41.7,115,0,10.1,63467.4,0.075558476
1,300.8,310.9,1311,55.8,118,0,10.1,73153.8,0.090007628
1,300.9,311,1316,56.5,120,0,10.1,74354,0.09118541
0,300.9,311,1853,23.6,122,0,10.1,43730.8,0.06583918
2,300.9,311,1556,38.8,127,0,10.1,60372.8,0.081619537
2,300.9,311,1567,34.3,130,0,10.1,53748.1,0.082961072
2,300.9,311.1,1546,37.7,133,0,10.2,58284.2,0.086028461
1,300.9,311,1382,51.2,136,0,10.1,70758.4,0.098408104
1,300.9,311,2003,20.2,138,0,10.1,40460.6,0.068896655
1,300.8,310.9,1748,29.9,140,0,10.1,52265.2,0.080091533
0,300.7,310.8,1518,40.1,142,0,10.1,60871.8,0.093544137
1,300.7,310.8,1475,42,147,0,10.1,61950,0.099661017
1,300.8,310.8,1634,29.2,149,0,10,47712.8,0.091187271
1,300.8,310.8,1689,32.9,151,0,10,55568.1,0.089402013
2,300.9,310.9,1636,35.3,153,0,10,57750.8,0.093520782
1,300.9,311,2235,15.8,156,0,10.1,35313,0.069798658
1,301,311.1,1615,35.6,158,0,10.1,57494,0.097832817
0,301.1,311.1,1618,29.5,160,0,10,47731,0.098887515
2,301.1,311.2,1407,53,165,0,10.1,74571,0.117270789
1,301.1,311.1,1450,43.3,168,0,10,62785,0.115862069
1,301.1,311.1,1889,23.8,170,0,10,44958.2,0.089994706
1,301,310.9,1568,38.2,172,0,9.9,59897.6,0.109693878
1,301,311,1804,25.8,174,0,10,46543.2,0.096452328
1,301,311,1582,37.5,176,0,10,59325,0.11125158
2,301,310.9,2047,17.9,178,0,9.9,36641.3,0.086956522
1,300.9,310.9,1601,34,181,0,10,54434,0.113054341
1,300.9,310.9,1615,32,183,0,10,51680,0.113312693
2,300.9,310.8,1452,43.6,185,0,9.9,63307.2,0.127410468
2,300.9,310.8,1695,30.2,188,0,9.9,51189,0.110914454
2,300.9,310.8,1790,26.2,191,0,9.9,46898,0.106703911
2,301,310.8,1533,39.3,194,0,9.8,60246.9,0.12654925
1,301,310.9,1813,28.5,197,0,9.9,51670.5,0.10865968
1,301,310.9,1492,36.7,199,0,9.9,54756.4,0.133378016
1,300.9,310.7,1479,43.3,201,0,9.8,64040.7,0.135902637
1,300.8,310.7,1339,59.1,203,1,9.9,79134.9,0.151605676
2,300.8,310.7,1371,44.7,205,0,9.9,61283.7,0.149525894
1,300.9,310.7,1468,36.2,208,0,9.8,53141.6,0.141689373
1,300.9,310.7,1517,41.7,210,0,9.8,63258.9,0.138431114
1,300.9,310.7,1352,46.4,212,0,9.8,62732.8,0.156804734
1,300.9,310.7,1389,50,214,0,9.8,69450,0.154067675
2,300.8,310.6,1505,36.2,0,0,9.8,54481,0
1,300.9,310.6,1538,36.7,3,0,9.7,56444.6,0.001950585
1,300.9,310.8,1482,37,5,0,9.9,54834,0.003373819
2,300.9,310.8,1599,33,7,0,9.9,52767,0.004377736
1,300.9,310.8,1476,39,10,0,9.9,57564,0.006775068
1,300.9,310.7,1509,37.5,12,0,9.8,56587.5,0.007952286
1,300.9,310.8,1708,29.1,14,0,9.9,49702.8,0.008196721
1,300.9,310.7,1412,57.5,16,0,9.8,81190,0.011331445
1,300.9,310.7,1658,28.5,18,0,9.8,47253,0.010856454
1,301,310.8,1375,57.2,20,0,9.8,78650,0.014545455
2,300.9,310.8,1402,48.1,22,0,9.9,67436.2,0.015691869
2,300.9,310.7,1452,47.3,25,0,9.8,68679.6,0.017217631
2,300.8,310.7,1483,40.8,28,0,9.9,60506.4,0.018880647
0,300.9,310.8,1477,38.4,31,0,9.9,56716.8,0.02098849
2,300.8,310.7,1924,22.4,36,0,9.9,43097.6,0.018711019
0,300.9,310.7,1609,28.7,39,0,9.8,46178.3,0.024238658
2,300.8,310.7,1886,21.1,44,0,9.9,39794.6,0.023329799
1,300.7,310.6,1616,29.6,47,0,9.9,47833.6,0.029084158
1,300.7,310.7,1442,43.2,49,0,10,62294.4,0.033980583
1,300.8,310.8,1407,45.1,51,0,10,63455.7,0.036247335
2,300.8,310.8,1461,41.3,53,0,10,60339.3,0.036276523
2,300.8,310.9,1522,46.2,56,0,10.1,70316.4,0.036793693
1,300.9,311,1432,48.1,59,0,10.1,68879.2,0.041201117
1,300.9,311,1438,49,61,0,10.1,70462,0.042420028
2,300.8,310.9,1678,28.1,63,0,10.1,47151.8,0.037544696
2,300.8,310.9,1514,38.7,66,0,10.1,58591.8,0.043593131
1,300.7,310.8,1534,41.3,69,0,10.1,63354.2,0.044980443
2,300.7,310.8,1486,41.2,71,0,10.1,61223.2,0.047779273
1,300.7,310.8,1925,22,74,0,10.1,42350,0.038441558
2,300.7,310.8,1724,30,76,0,10.1,51720,0.044083527
2,300.8,310.8,1549,35.5,79,0,10,54989.5,0.051000646
1,300.8,310.9,1457,47.7,82,0,10.1,69498.9,0.056280027
1,300.8,310.9,1453,43.9,84,0,10.1,63786.7,0.057811425
1,300.8,311,1578,44.4,86,0,10.2,70063.2,0.054499366
2,300.9,311.1,1325,61.4,88,0,10.2,81355,0.066415094
1,300.9,311.1,1471,39.3,91,0,10.2,57810.3,0.061862678
2,300.9,311.2,1472,40,93,0,10.3,58880,0.063179348
1,300.9,311.1,1457,37.4,96,0,10.2,54491.8,0.065888813
1,301,311,1402,55.3,98,0,10,77530.6,0.069900143
1,300.9,310.9,1477,41.5,100,0,10,61295.5,0.067704807
2,300.9,310.9,1727,30.1,102,0,10,51982.7,0.059061957
1,300.9,310.9,1995,20.2,105,0,10,40299,0.052631579
1,300.9,310.9,1370,52.5,107,0,10,71925,0.07810219
1,300.9,310.9,1228,66.4,109,0,10,81539.2,0.088762215
1,300.9,311,1499,38,111,0,10.1,56962,0.074049366
2,301,311,1508,46.9,113,0,10,70725.2,0.074933687
1,301,310.9,1473,44.2,116,0,9.9,65106.6,0.078750849
0,301,311,1640,37.6,118,0,10,61664,0.07195122
1,301.1,311.1,1429,42.5,123,0,10,60732.5,0.086074178
1,301.1,311.1,1470,40.9,125,0,10,60123,0.085034014
1,301,311,1581,37,127,0,10,58497,0.080328906
1,301,310.9,1740,28.9,129,0,9.9,50286,0.074137931
0,300.9,310.8,1390,40.6,131,0,9.9,56434,0.094244604
2,300.9,310.8,1988,19.7,136,0,9.9,39163.6,0.068410463
2,300.8,310.7,1452,43,139,0,9.9,62436,0.095730028
1,300.8,310.7,1586,33.4,142,0,9.9,52972.4,0.089533417
1,300.8,310.7,1589,34.3,144,0,9.9,54502.7,0.090623033
1,300.8,310.8,1486,45.7,146,0,10,67910.2,0.098250336
1,300.9,310.9,1755,27.9,148,0,10,48964.5,0.084330484
2,301,310.9,1575,34.6,150,0,9.9,54495,0.095238095
2,301.1,311.1,1615,37.7,153,0,10,60885.5,0.094736842
2,301.1,311.1,1436,41.8,156,0,10,60024.8,0.108635097
2,301.1,311.1,1470,40.6,159,0,10,59682,0.108163265
2,301.1,311.1,2089,19.8,162,0,10,41362.2,0.077549067
