Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_diff [K],power,wear_rate
1,302.5,311.5,1521,44.1,37,0,9.0,67076.1,0.024326101249178174
1,302.5,311.6,1419,43.7,39,0,9.100000000000023,62010.3,0.02748414376321353
2,302.4,311.4,1534,40.1,41,0,9.0,61513.4,0.026727509778357236
0,302.5,311.5,1626,36.0,44,0,9.0,58536.0,0.02706027060270603
1,302.5,311.5,1677,29.2,49,0,9.0,48968.4,0.029218843172331546
1,302.4,311.3,1392,50.5,51,0,8.900000000000034,70296.0,0.036637931034482756
1,302.4,311.2,1448,50.5,53,0,8.800000000000011,73124.0,0.03660220994475138
1,302.3,311.2,1903,22.9,55,0,8.899999999999977,43578.7,0.028901734104046242
1,302.4,311.2,1404,52.0,57,0,8.800000000000011,73008.0,0.0405982905982906
1,302.3,311.2,1386,53.5,59,0,8.899999999999977,74151.0,0.04256854256854257
1,302.2,311.1,1418,47.0,61,0,8.900000000000034,66646.0,0.04301833568406206
2,302.3,311.1,1338,53.3,63,0,8.800000000000011,71315.4,0.04708520179372197
1,302.3,311.2,1549,40.6,66,0,8.899999999999977,62889.4,0.04260813428018076
2,302.3,311.2,1432,42.7,68,0,8.899999999999977,61146.4,0.04748603351955307
2,302.3,311.2,1546,40.0,71,0,8.899999999999977,61840.0,0.04592496765847348
2,302.2,311.2,1627,33.2,74,0,9.0,54016.4,0.04548248309772587
2,302.2,311.1,1640,32.8,77,0,8.900000000000034,53791.99999999999,0.04695121951219512
2,302.1,311.1,1423,36.8,80,0,9.0,52366.399999999994,0.05621925509486999
2,302.1,311.0,1711,28.7,83,0,8.899999999999977,49105.7,0.04850964348334307
2,302.1,311.1,1450,51.6,86,0,9.0,74820.0,0.05931034482758621
0,302.2,311.1,1553,34.1,89,0,8.900000000000034,52957.3,0.05730843528654218
1,302.2,311.1,1630,34.6,94,0,8.900000000000034,56398.0,0.05766871165644172
0,302.2,311.1,1476,39.6,96,0,8.900000000000034,58449.6,0.06504065040650407
0,302.2,311.1,1426,50.6,101,0,8.900000000000034,72155.6,0.07082748948106592
2,302.2,311.2,1561,34.9,106,0,9.0,54478.899999999994,0.06790518898142217
1,302.3,311.2,1297,62.5,109,0,8.899999999999977,81062.5,0.08404009252120277
2,302.3,311.2,1842,23.9,111,0,8.899999999999977,44023.799999999996,0.06026058631921824
1,302.3,311.2,1633,36.4,114,0,8.899999999999977,59441.2,0.06981016533986528
0,302.3,311.3,1744,30.3,116,0,9.0,52843.200000000004,0.06651376146788991
1,302.4,311.4,1831,26.9,121,0,9.0,49253.899999999994,0.06608410704533042
2,302.3,311.3,1339,50.8,123,0,9.0,68021.2,0.09185959671396565
1,302.4,311.4,1475,40.4,126,0,9.0,59590.0,0.08542372881355932
2,302.4,311.4,1675,29.6,128,0,9.0,49580.0,0.0764179104477612
1,302.5,311.5,1493,35.1,131,0,9.0,52404.3,0.08774279973208306
1,302.5,311.5,1700,29.5,133,0,9.0,50150.0,0.07823529411764706
1,302.6,311.6,1453,37.0,135,0,9.0,53761.0,0.0929112181693049
1,302.6,311.7,1542,34.1,137,0,9.099999999999966,52582.200000000004,0.08884565499351492
2,302.5,311.5,1358,52.7,139,0,9.0,71566.6,0.10235640648011782
0,302.5,311.5,1655,32.3,142,0,9.0,53456.49999999999,0.08580060422960725
1,302.6,311.5,1885,27.5,147,0,8.899999999999977,51837.5,0.0779840848806366
1,302.7,311.5,1494,41.4,149,0,8.800000000000011,61851.6,0.0997322623828648
2,302.6,311.4,1757,29.5,151,0,8.799999999999955,51831.5,0.08594194649971543
2,302.6,311.4,1718,31.2,154,0,8.799999999999955,53601.6,0.08963911525029103
2,302.5,311.4,1636,35.0,157,0,8.899999999999977,57260.0,0.09596577017114914
1,302.6,311.6,1638,29.6,160,0,9.0,48484.8,0.09768009768009768
1,302.6,311.5,1609,36.0,162,0,8.899999999999977,57924.0,0.10068365444375388
0,302.7,311.5,1556,35.0,164,0,8.800000000000011,54460.0,0.10539845758354756
1,302.6,311.5,1442,59.8,169,1,8.899999999999977,86231.59999999999,0.11719833564493759
2,302.7,311.6,1501,38.8,171,0,8.900000000000034,58238.799999999996,0.11392405063291139
2,302.6,311.6,2041,19.2,174,0,9.0,39187.2,0.08525232729054386
2,302.7,311.7,1784,25.1,177,0,9.0,44778.4,0.0992152466367713
1,302.6,311.6,1953,22.4,180,0,9.0,43747.2,0.09216589861751152
1,302.6,311.6,1576,34.7,182,0,9.0,54687.200000000004,0.11548223350253807
2,302.6,311.6,1518,39.0,184,0,9.0,59202.0,0.12121212121212122
2,302.6,311.6,1227,68.2,187,1,9.0,83681.40000000001,0.15240423797881011
1,302.5,311.5,1985,18.8,190,0,9.0,37318.0,0.09571788413098237
1,302.5,311.5,1802,26.4,192,0,9.0,47572.799999999996,0.10654827968923418
1,302.5,311.5,1603,32.4,194,0,9.0,51937.2,0.12102308172177167
1,302.5,311.6,1400,54.0,196,0,9.100000000000023,75600.0,0.14
1,302.3,311.5,1395,54.2,198,0,9.199999999999989,75609.0,0.14193548387096774
1,302.2,311.4,1987,19.9,200,0,9.199999999999989,39541.299999999996,0.10065425264217413
2,302.2,311.4,1398,47.2,202,0,9.199999999999989,65985.6,0.14449213161659513
1,302.3,311.4,1333,66.7,205,1,9.099999999999966,88911.1,0.15378844711177794
1,302.2,311.2,1381,49.4,207,0,9.0,68221.4,0.1498913830557567
1,302.2,311.3,1570,36.1,0,0,9.100000000000023,56677.0,0.0
2,302.2,311.3,1658,31.0,2,0,9.100000000000023,51398.0,0.0012062726176115801
0,302.2,311.3,1749,29.2,5,0,9.100000000000023,51070.799999999996,0.002858776443682104
2,302.2,311.3,1510,37.1,10,0,9.100000000000023,56021.0,0.006622516556291391
1,302.3,311.5,1384,50.8,13,0,9.199999999999989,70307.2,0.00939306358381503
1,302.3,311.4,1570,37.2,15,0,9.099999999999966,58404.00000000001,0.009554140127388535
2,302.3,311.4,1571,32.7,17,0,9.099999999999966,51371.700000000004,0.010821133036282623
1,302.3,311.4,1476,37.3,20,0,9.099999999999966,55054.799999999996,0.013550135501355014
2,302.3,311.4,1484,39.5,22,0,9.099999999999966,58618.0,0.014824797843665768
2,302.3,311.4,1909,23.2,25,0,9.099999999999966,44288.799999999996,0.013095861707700367
1,302.3,311.5,1448,49.6,28,0,9.199999999999989,71820.8,0.019337016574585635
2,302.3,311.4,1500,40.2,30,0,9.099999999999966,60300.00000000001,0.02
1,302.2,311.4,1510,44.9,33,0,9.199999999999989,67799.0,0.02185430463576159
1,302.2,311.3,1378,55.5,35,0,9.100000000000023,76479.0,0.02539912917271408
2,302.2,311.4,1538,37.4,37,0,9.199999999999989,57521.2,0.024057217165149546
1,302.2,311.4,1390,48.1,40,0,9.199999999999989,66859.0,0.02877697841726619
2,302.2,311.4,1642,32.1,42,0,9.199999999999989,52708.200000000004,0.025578562728380026
1,302.4,311.5,1785,24.8,45,0,9.100000000000023,44268.0,0.025210084033613446
0,302.3,311.5,1526,38.2,47,0,9.199999999999989,58293.200000000004,0.030799475753604193
2,302.3,311.6,1668,33.2,52,0,9.300000000000011,55377.600000000006,0.03117505995203837
1,302.3,311.5,1507,37.5,55,0,9.199999999999989,56512.5,0.0364963503649635
1,302.3,311.5,1530,37.8,57,0,9.199999999999989,57833.99999999999,0.03725490196078431
2,302.3,311.4,1479,45.6,59,0,9.099999999999966,67442.40000000001,0.03989181879648411
2,302.3,311.4,1418,41.3,62,0,9.099999999999966,58563.399999999994,0.04372355430183357
1,302.3,311.4,1504,38.7,65,0,9.099999999999966,58204.8,0.04321808510638298
2,302.3,311.4,1345,47.6,67,0,9.099999999999966,64022.0,0.04981412639405204
0,302.2,311.4,1625,35.4,70,0,9.199999999999989,57525.0,0.043076923076923075
1,302.3,311.4,1511,34.7,75,0,9.099999999999966,52431.700000000004,0.04963600264725347
1,302.3,311.4,1535,41.8,77,0,9.099999999999966,64162.99999999999,0.0501628664495114
1,302.4,311.5,1505,37.9,79,0,9.100000000000023,57039.5,0.05249169435215947
0,302.4,311.5,1540,43.7,81,0,9.100000000000023,67298.0,0.052597402597402594
0,302.3,311.4,1372,46.0,86,0,9.099999999999966,63112.0,0.06268221574344024
2,302.2,311.3,1510,36.6,91,0,9.100000000000023,55266.0,0.06026490066225165
1,302.2,311.3,1382,46.4,94,0,9.100000000000023,64124.799999999996,0.06801736613603473
1,302.3,311.3,1439,41.8,96,0,9.0,60150.2,0.06671299513551077
2,302.2,311.3,1375,47.0,98,0,9.100000000000023,64625.0,0.07127272727272728
2,302.2,311.3,1931,21.9,101,0,9.100000000000023,42288.899999999994,0.0523045054375971
1,302.2,311.3,1475,48.6,104,0,9.100000000000023,71685.0,0.07050847457627119
1,302.2,311.3,1389,46.9,106,0,9.100000000000023,65144.1,0.07631389488840892
1,302.3,311.3,1652,32.8,108,0,9.0,54185.6,0.06537530266343826
1,302.3,311.2,1386,50.3,110,0,8.899999999999977,69715.8,0.07936507936507936
2,302.2,311.3,1577,29.8,112,0,9.100000000000023,46994.6,0.07102092580849714
2,302.3,311.3,1444,43.1,115,0,9.0,62236.4,0.0796398891966759
1,302.2,311.3,1554,40.2,118,0,9.100000000000023,62470.8,0.07593307593307594
1,302.2,311.3,1602,32.8,120,0,9.100000000000023,52545.6,0.0749063670411985
0,302.2,311.2,1692,28.2,122,0,9.0,47714.4,0.07210401891252956
1,302.3,311.3,1682,34.4,127,0,9.0,57860.799999999996,0.07550535077288942
1,302.3,311.3,1614,34.1,129,0,9.0,55037.4,0.07992565055762081
1,302.3,311.3,1324,47.8,131,0,9.0,63287.2,0.09894259818731117
1,302.3,311.4,1434,40.3,133,0,9.099999999999966,57790.2,0.09274755927475593
1,302.3,311.3,1621,31.6,135,0,9.0,51223.600000000006,0.08328192473781616
2,302.3,311.3,1625,33.1,137,0,9.0,53787.5,0.0843076923076923
1,302.2,311.1,1394,53.7,140,0,8.900000000000034,74857.8,0.10043041606886657
1,302.1,311.0,1586,35.1,142,0,8.899999999999977,55668.600000000006,0.08953341740226986
1,302.0,311.0,1420,45.9,144,0,9.0,65178.0,0.10140845070422536
1,302.1,311.2,1422,50.3,146,0,9.099999999999966,71526.59999999999,0.10267229254571027
0,302.1,311.2,1598,37.9,148,0,9.099999999999966,60564.2,0.09261576971214018
1,302.1,311.2,1454,59.2,153,1,9.099999999999966,86076.8,0.10522696011004126
1,302.1,311.2,1519,39.3,155,0,9.099999999999966,59696.7,0.10204081632653061
1,302.0,311.1,1373,55.7,157,0,9.100000000000023,76476.1,0.1143481427530954
2,302.0,311.1,1406,48.8,159,0,9.100000000000023,68612.8,0.11308677098150782
1,302.1,311.2,1492,45.0,162,0,9.099999999999966,67140.0,0.10857908847184987
1,302.1,311.2,1369,50.8,164,0,9.099999999999966,69545.2,0.1197954711468225
2,302.2,311.2,1471,41.9,166,0,9.0,61634.9,0.11284840244731476
1,302.2,311.2,1630,36.0,169,0,9.0,58680.0,0.10368098159509202
2,302.1,311.1,1605,37.6,171,0,9.0,60348.0,0.10654205607476636
1,302.2,311.1,1447,52.1,174,0,8.900000000000034,75388.7,0.12024879060124395
2,302.2,311.2,1360,52.8,176,0,9.0,71808.0,0.12941176470588237
2,302.2,311.1,1728,34.0,179,0,8.900000000000034,58752.0,0.10358796296296297
1,302.1,311.0,1740,30.8,182,0,8.899999999999977,53592.0,0.10459770114942529
1,302.1,310.9,1477,41.4,184,0,8.799999999999955,61147.799999999996,0.12457684495599188
1,302.1,310.9,1658,30.3,186,0,8.799999999999955,50237.4,0.11218335343787696
1,302.0,310.8,1902,23.4,188,0,8.800000000000011,44506.799999999996,0.09884332281808622
2,302.0,310.8,1783,23.1,190,0,8.800000000000011,41187.3,0.1065619742007852
2,302.0,310.9,1558,45.3,193,0,8.899999999999977,70577.4,0.12387676508344031
1,302.1,311.0,1351,49.5,196,0,8.899999999999977,66874.5,0.14507772020725387
0,302.1,310.9,1452,42.5,198,0,8.799999999999955,61710.0,0.13636363636363635
1,302.1,310.9,1666,30.7,203,0,8.799999999999955,51146.2,0.12184873949579832
1,302.1,311.0,1364,50.0,205,0,8.899999999999977,68200.0,0.15029325513196481
2,302.1,311.0,1351,60.3,207,1,8.899999999999977,81465.3,0.153219837157661
0,302.1,311.0,1729,26.1,210,0,8.899999999999977,45126.9,0.1214574898785425
2,302.1,311.0,1574,34.1,215,0,8.899999999999977,53673.4,0.1365946632782719
1,302.0,311.0,1566,37.8,218,0,9.0,59194.799999999996,0.1392081736909323
1,302.0,310.9,1455,43.2,220,0,8.899999999999977,62856.00000000001,0.15120274914089346
0,302.0,310.9,1679,29.0,222,0,8.899999999999977,48691.0,0.13222156045265038
1,302.0,310.8,2143,17.3,227,0,8.800000000000011,37073.9,0.10592627158189453
1,302.0,310.8,1447,42.7,229,0,8.800000000000011,61786.9,0.15825846579129232
1,302.0,310.8,1383,50.3,231,1,8.800000000000011,69564.9,0.16702819956616052
1,302.1,310.8,1772,27.1,233,0,8.699999999999989,48021.200000000004,0.13148984198645597
1,302.0,310.8,1615,29.0,235,1,8.800000000000011,46835.0,0.14551083591331268
1,302.0,310.8,1454,36.6,0,0,8.800000000000011,53216.4,0.0
1,302.0,310.8,1445,49.1,2,0,8.800000000000011,70949.5,0.001384083044982699
2,302.0,310.8,1609,35.2,4,0,8.800000000000011,56636.8,0.002486016159105034
1,302.0,310.9,1546,34.4,7,0,8.899999999999977,53182.399999999994,0.004527813712807244
1,301.9,310.8,1567,39.3,9,0,8.900000000000034,61583.1,0.00574345883854499
1,302.0,310.8,1767,27.4,11,0,8.800000000000011,48415.799999999996,0.00622524052065648
1,302.0,310.9,1539,34.2,13,0,8.899999999999977,52633.8,0.008447043534762833
1,302.0,310.9,1564,39.0,15,0,8.899999999999977,60996.0,0.00959079283887468
2,302.0,310.8,1445,46.3,17,0,8.800000000000011,66903.5,0.011764705882352941
2,301.9,310.9,1419,47.7,20,1,9.0,67686.3,0.014094432699083862
2,301.8,310.9,1881,20.9,23,0,9.099999999999966,39312.899999999994,0.012227538543328018
2,301.9,310.9,1421,46.2,26,0,9.0,65650.2,0.018296973961998593
1,301.9,311.0,1455,46.0,29,0,9.100000000000023,66930.0,0.01993127147766323
1,301.9,311.0,2691,12.1,31,1,9.100000000000023,32561.1,0.011519881085098476
1,301.8,310.8,1505,41.2,33,0,9.0,62006.00000000001,0.021926910299003323
1,301.8,310.8,1456,46.6,35,0,9.0,67849.6,0.02403846153846154
1,301.8,310.8,1383,46.4,37,0,9.0,64171.2,0.02675343456254519
2,301.9,310.8,1563,39.2,39,0,8.900000000000034,61269.600000000006,0.02495201535508637
2,301.9,310.9,2305,16.1,42,0,9.0,37110.5,0.01822125813449024
2,301.9,310.9,1456,43.6,45,0,9.0,63481.6,0.030906593406593408
1,302.0,311.0,1865,22.7,48,0,9.0,42335.5,0.025737265415549597
1,301.9,310.9,1597,36.9,50,0,9.0,58929.299999999996,0.031308703819661866
1,302.0,310.9,1495,38.6,52,0,8.899999999999977,57707.0,0.034782608695652174
2,302.0,310.9,1456,47.2,54,0,8.899999999999977,68723.2,0.03708791208791209
1,301.9,310.8,1465,44.3,57,0,8.900000000000034,64899.49999999999,0.03890784982935153
2,302.0,310.9,1352,55.5,59,0,8.899999999999977,75036.0,0.04363905325443787
1,301.9,310.8,1906,21.7,62,0,8.900000000000034,41360.2,0.03252885624344176
1,302.0,310.9,1446,44.0,64,0,8.899999999999977,63624.0,0.04426002766251729
1,302.0,310.8,1948,19.7,66,0,8.800000000000011,38375.6,0.033880903490759756
1,301.9,310.7,1480,47.1,68,0,8.800000000000011,69708.0,0.04594594594594595
2,301.9,310.7,1511,37.6,70,0,8.800000000000011,56813.6,0.04632693580410324
2,301.9,310.7,1472,47.0,73,0,8.800000000000011,69184.0,0.049592391304347824
1,301.9,310.7,1429,51.0,76,0,8.800000000000011,72879.0,0.05318404478656403
1,301.9,310.7,1405,48.8,78,0,8.800000000000011,68564.0,0.05551601423487545
2,301.9,310.7,1405,47.9,80,0,8.800000000000011,67299.5,0.05693950177935943
1,302.0,310.7,1348,58.1,83,0,8.699999999999989,78318.8,0.06157270029673591
1,301.9,310.6,1331,68.6,85,1,8.700000000000045,91306.59999999999,0.0638617580766341
1,301.9,310.6,1610,33.4,87,0,8.700000000000045,53774.0,0.05403726708074534
2,301.9,310.6,1412,46.5,89,0,8.700000000000045,65658.0,0.06303116147308782
1,302.0,310.7,1453,42.7,92,0,8.699999999999989,62043.100000000006,0.06331727460426703
1,302.0,310.6,1583,38.9,94,0,8.600000000000023,61578.7,0.05938092229943146
2,302.0,310.6,1539,37.4,96,0,8.600000000000023,57558.6,0.06237816764132553
1,302.0,310.5,1635,39.8,99,0,8.5,65072.99999999999,0.060550458715596334
0,302.1,310.7,1294,62.4,101,1,8.599999999999966,80745.59999999999,0.07805255023183925
1,302.0,310.5,1978,22.0,106,0,8.5,43516.0,0.05358948432760364
1,302.0,310.4,1357,58.0,108,1,8.399999999999977,78706.0,0.079587324981577
1,302.0,310.4,1336,58.2,110,1,8.399999999999977,77755.2,0.08233532934131736
1,302.0,310.4,1568,39.2,112,0,8.399999999999977,61465.600000000006,0.07142857142857142
2,302.0,310.4,1567,36.4,114,0,8.399999999999977,57038.799999999996,0.07275047862156987
1,302.0,310.4,1611,35.6,117,0,8.399999999999977,57351.600000000006,0.07262569832402235
0,302.0,310.5,1841,23.6,119,0,8.5,43447.600000000006,0.06463878326996197
1,302.0,310.5,1567,36.1,124,0,8.5,56568.700000000004,0.07913209955328654
1,301.9,310.4,1376,54.9,126,1,8.5,75542.4,0.09156976744186046
1,301.9,310.5,1477,42.4,128,0,8.600000000000023,62624.799999999996,0.08666215301286391
2,301.9,310.5,1590,40.3,130,0,8.600000000000023,64076.99999999999,0.08176100628930817
1,302.0,310.5,2197,15.8,133,0,8.5,34712.6,0.06053709604005462
2,302.0,310.4,1595,32.9,135,0,8.399999999999977,52475.5,0.08463949843260188
0,302.0,310.5,1812,24.4,138,0,8.5,44212.799999999996,0.076158940397351
2,302.0,310.5,1573,32.1,143,0,8.5,50493.3,0.09090909090909091
1,302.0,310.5,1651,30.9,146,0,8.5,51015.899999999994,0.08843125378558449
0,302.0,310.5,1459,43.2,148,0,8.5,63028.8,0.10143934201507881
1,301.9,310.4,1370,51.7,153,1,8.5,70829.0,0.11167883211678832
1,301.9,310.4,1518,34.1,155,0,8.5,51763.8,0.10210803689064558
1,302.0,310.3,1648,29.6,157,0,8.300000000000011,48780.8,0.09526699029126214
1,302.0,310.4,1464,47.2,159,0,8.399999999999977,69100.8,0.10860655737704918
1,302.0,310.4,1895,23.2,161,0,8.399999999999977,43964.0,0.08496042216358839
1,301.9,310.4,1884,23.4,163,0,8.5,44085.6,0.0865180467091295
1,302.0,310.4,1450,46.6,165,0,8.399999999999977,67570.0,0.11379310344827587
1,302.0,310.4,1448,43.4,167,0,8.399999999999977,62843.2,0.11533149171270718
1,302.1,310.5,1389,49.6,169,0,8.399999999999977,68894.40000000001,0.1216702663786897
1,302.0,310.6,1583,35.2,171,0,8.600000000000023,55721.600000000006,0.1080227416298168
1,301.9,310.5,1425,51.1,173,0,8.600000000000023,72817.5,0.12140350877192982
1,302.0,310.5,1809,27.1,175,0,8.5,49023.9,0.09673852957435047
1,301.9,310.5,1892,21.8,177,0,8.600000000000023,41245.6,0.09355179704016914
2,301.9,310.6,1475,47.8,179,0,8.700000000000045,70505.0,0.12135593220338983
1,302.0,310.6,1361,46.7,182,0,8.600000000000023,63558.700000000004,0.1337252020573108
2,302.0,310.6,1563,41.0,184,0,8.600000000000023,64083.0,0.11772232885476648
0,301.9,310.5,1472,39.7,187,0,8.600000000000023,58438.4,0.12703804347826086
1,302.0,310.6,1325,55.3,192,0,8.600000000000023,73272.5,0.1449056603773585
1,302.0,310.6,1358,53.1,194,0,8.600000000000023,72109.8,0.14285714285714285
0,302.0,310.6,1346,54.7,196,0,8.600000000000023,73626.2,0.14561664190193166
2,302.0,310.5,1381,58.4,201,0,8.5,80650.4,0.14554670528602462
1,301.9,310.5,1340,55.7,204,1,8.600000000000023,74638.0,0.15223880597014924
1,302.0,310.6,1366,47.7,206,0,8.600000000000023,65158.200000000004,0.15080527086383602
1,302.1,310.7,1325,45.1,208,1,8.599999999999966,59757.5,0.1569811320754717
2,302.1,310.7,1376,46.3,210,1,8.599999999999966,63708.799999999996,0.15261627906976744
2,302.1,310.7,1364,47.8,213,1,8.599999999999966,65199.2,0.156158357771261
1,302.2,310.6,1462,43.6,0,0,8.400000000000034,63743.200000000004,0.0
2,302.1,310.6,1517,38.9,2,0,8.5,59011.299999999996,0.0013183915622940012
1,302.1,310.6,1385,53.6,5,0,8.5,74236.0,0.0036101083032490976
1,302.1,310.6,1439,40.0,7,0,8.5,57560.0,0.004864489228630994
2,302.0,310.6,1623,34.3,9,0,8.600000000000023,55668.899999999994,0.005545286506469501
0,302.0,310.6,1438,43.2,12,0,8.600000000000023,62121.600000000006,0.008344923504867872
1,301.9,310.4,1708,24.8,17,0,8.5,42358.4,0.009953161592505855
2,301.8,310.3,1666,32.7,19,0,8.5,54478.200000000004,0.011404561824729893
1,301.9,310.4,1286,62.8,22,1,8.5,80760.8,0.017107309486780714
1,301.9,310.3,1485,46.3,24,0,8.400000000000034,68755.5,0.01616161616161616
2,301.8,310.3,1409,52.5,26,0,8.5,73972.5,0.018452803406671398
1,301.8,310.3,1765,27.3,29,0,8.5,48184.5,0.01643059490084986
1,301.8,310.3,1688,28.8,31,0,8.5,48614.4,0.018364928909952605
2,301.7,310.3,1787,26.7,33,0,8.600000000000023,47712.9,0.01846670397313934
1,301.7,310.1,1487,48.0,36,0,8.400000000000034,71376.0,0.0242098184263618
1,301.7,310.1,1384,50.5,38,0,8.400000000000034,69892.0,0.02745664739884393
1,301.7,310.2,1311,57.4,40,1,8.5,75251.4,0.03051106025934401
0,301.7,310.2,1620,30.8,42,0,8.5,49896.0,0.025925925925925925
1,301.7,310.2,1331,61.2,47,1,8.5,81457.2,0.035311795642374154
0,301.7,310.1,1462,38.3,49,0,8.400000000000034,55994.6,0.033515731874145006
1,301.7,310.1,1424,50.2,54,0,8.400000000000034,71484.8,0.037921348314606744
1,301.7,310.1,1500,39.6,56,0,8.400000000000034,59400.0,0.037333333333333336
1,301.8,310.1,1738,28.0,58,0,8.300000000000011,48664.0,0.0333716915995397
2,301.8,310.3,1465,46.5,60,0,8.5,68122.5,0.040955631399317405
1,301.8,310.3,1482,41.4,63,0,8.5,61354.799999999996,0.04251012145748988
1,301.9,310.3,1398,44.0,65,0,8.400000000000034,61512.0,0.046494992846924176
1,301.9,310.3,1972,21.3,67,0,8.400000000000034,42003.6,0.03397565922920893
1,301.9,310.4,1603,37.6,69,0,8.5,60272.8,0.043044291952588895
1,301.9,310.4,1610,34.8,71,0,8.5,56027.99999999999,0.044099378881987575
2,301.9,310.4,1373,48.0,73,1,8.5,65904.0,0.05316824471959213
2,302.0,310.5,1425,44.7,76,0,8.5,63697.50000000001,0.05333333333333334
2,302.0,310.4,1212,55.6,79,1,8.399999999999977,67387.2,0.06518151815181518
2,302.0,310.4,1828,26.3,82,0,8.399999999999977,48076.4,0.044857768052516414
1,302.0,310.5,1370,44.4,85,1,8.5,60828.0,0.06204379562043796
2,302.0,310.5,1823,25.1,87,0,8.5,45757.3,0.047723532638507954
1,302.0,310.5,1263,60.6,90,1,8.5,76537.8,0.07125890736342043
1,301.9,310.4,1889,21.5,92,0,8.5,40613.5,0.048703017469560614
2,302.0,310.5,1639,32.9,94,0,8.5,53923.1,0.05735204392922514
2,302.0,310.4,1608,33.1,97,0,8.399999999999977,53224.8,0.06032338308457712
0,301.9,310.3,1653,32.4,100,0,8.400000000000034,53557.2,0.060496067755595885
1,302.0,310.4,1591,29.8,105,0,8.399999999999977,47411.8,0.06599622878692646
1,302.1,310.5,1696,30.9,107,0,8.399999999999977,52406.399999999994,0.06308962264150944
1,302.2,310.6,1346,47.5,109,1,8.400000000000034,63935.0,0.08098068350668648
2,302.2,310.5,1507,40.4,111,0,8.300000000000011,60882.799999999996,0.07365627073656271
0,302.3,310.6,1525,48.7,114,0,8.300000000000011,74267.5,0.07475409836065573
2,302.3,310.7,1559,33.9,119,0,8.399999999999977,52850.1,0.07633098139833226
1,302.2,310.6,1632,30.5,122,0,8.400000000000034,49776.0,0.07475490196078431
1,302.1,310.5,1559,36.0,124,0,8.399999999999977,56124.0,0.07953816549069917
2,302.2,310.6,1355,51.5,126,1,8.400000000000034,69782.5,0.0929889298892989
2,302.2,310.5,1832,23.7,129,0,8.300000000000011,43418.4,0.07041484716157205
1,302.2,310.6,1386,50.0,132,0,8.400000000000034,69300.0,0.09523809523809523
2,302.2,310.6,1346,49.2,134,1,8.400000000000034,66223.2,0.09955423476968796
1,302.3,310.7,1499,37.8,137,0,8.399999999999977,56662.2,0.0913942628418946
1,302.3,310.7,1612,33.4,139,0,8.399999999999977,53840.799999999996,0.08622828784119106
2,302.3,310.7,1544,39.7,141,0,8.399999999999977,61296.8,0.09132124352331607
1,302.5,310.9,1477,39.2,144,0,8.399999999999977,57898.4,0.0974949221394719
1,302.5,310.9,1624,34.4,146,0,8.399999999999977,55865.6,0.08990147783251232
1,302.4,310.9,1349,46.1,148,1,8.5,62188.9,0.10971089696071164
1,302.4,310.8,1686,28.8,150,0,8.400000000000034,48556.8,0.08896797153024912
2,302.4,310.7,1521,40.4,152,0,8.300000000000011,61448.4,0.09993425378040763
1,302.4,310.7,1362,54.8,155,1,8.300000000000011,74637.59999999999,0.11380323054331865
1,302.3,310.7,1402,50.9,157,0,8.399999999999977,71361.8,0.11198288159771755
1,302.2,310.6,1334,53.2,159,1,8.400000000000034,70968.8,0.1191904047976012
1,302.2,310.6,1348,48.4,161,1,8.400000000000034,65243.2,0.11943620178041543
2,302.2,310.6,1570,34.6,163,0,8.400000000000034,54322.0,0.10382165605095542
2,302.2,310.7,1601,33.0,166,0,8.5,52833.0,0.10368519675202999
2,302.3,310.8,1611,31.8,169,0,8.5,51229.8,0.10490378646803228
1,302.4,310.9,1560,31.8,172,0,8.5,49608.0,0.11025641025641025
0,302.4,310.9,1444,40.7,174,0,8.5,58770.8,0.12049861495844875
1,302.4,311.0,1317,59.4,179,0,8.600000000000023,78229.8,0.13591495823842065
2,302.5,311.0,1463,43.1,181,0,8.5,63055.3,0.12371838687628162
1,302.4,311.1,1634,34.2,184,0,8.700000000000045,55882.8,0.11260709914320685
1,302.4,311.0,1423,46.2,186,0,8.600000000000023,65742.6,0.13070976809557272
1,302.5,311.0,1548,38.4,188,0,8.5,59443.2,0.12144702842377261
2,302.5,311.0,1563,35.6,190,0,8.5,55642.8,0.12156110044785669
1,302.4,311.0,1573,36.5,193,0,8.600000000000023,57414.5,0.12269548633184997
2,302.4,311.1,1432,44.5,195,0,8.700000000000045,63724.0,0.1361731843575419
2,302.5,311.1,1638,32.0,198,0,8.600000000000023,52416.0,0.12087912087912088
1,302.5,311.1,1571,34.2,201,0,8.600000000000023,53728.200000000004,0.1279439847231063
1,302.4,311.0,2211,15.4,203,0,8.600000000000023,34049.4,0.09181365897783808
1,302.4,311.0,1555,40.6,205,0,8.600000000000023,63133.0,0.13183279742765272
2,302.3,310.9,1558,31.9,207,0,8.599999999999966,49700.2,0.13286264441591783
2,302.3,310.9,1523,43.2,210,0,8.599999999999966,65793.6,0.13788575180564674
1,302.3,310.8,1723,26.3,213,0,8.5,45314.9,0.12362159024956472
2,302.3,310.8,1721,28.4,215,0,8.5,48876.399999999994,0.12492736780941313
2,302.3,310.9,1710,30.4,218,1,8.599999999999966,51984.0,0.12748538011695906
2,302.3,310.9,1627,32.3,0,0,8.599999999999966,52552.1,0.0
